Município;UF;Pop. urb.;Reg.;Cod. nacional;ALGAR CELULAR S/A: Atende;ALGAR CELULAR S/A: Nº ERBs;CLARO S.A.: Atende;CLARO S.A.: Nº ERBs;NEXTEL TELECOMUNICACOES LTDA: Atende;NEXTEL TELECOMUNICACOES LTDA: Nº ERBs;OI MÓVEL S.A.: Atende;OI MÓVEL S.A.: Nº ERBs;SERCOMTEL CELULAR S.A.: Atende;SERCOMTEL CELULAR S.A.: Nº ERBs;TELEFÔNICA BRASIL S.A.: Atende;TELEFÔNICA BRASIL S.A.: Nº ERBs;TIM CELULAR S.A.: Atende;TIM CELULAR S.A.: Nº ERBs;TNL PCS S.A.: Atende;TNL PCS S.A.:Nº ERBs
 Araças;BA;12351;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Aracatu;BA;14232;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Araci;BA;55655;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;2;Sim;1
 Aramari;BA;11157;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Arataca;BA;11822;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Aratuípe;BA;9146;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2
 Aurelino Leal;BA;13525;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;0
 Baianópolis;BA;13892;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Baixa Grande;BA;21174;I;74;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Banzaê;BA;12534;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Barra;BA;53361;I;74;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Barra da Estiva;BA;22409;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Não;0;Não;0
 Barra do Choça;BA;35567;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Barra do Mendes;BA;14684;I;74;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Barra do Rocha;BA;6261;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Barreiras;BA;150896;I;77;Não;0;Sim;9;Não;0;Não;0;Não;0;Sim;14;Sim;5;Sim;6
 Barro Alto;BA;14855;I;74;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Barro Preto;BA;6767;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Barrocas;BA;15470;I;75;Não;0;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1
 Belmonte;BA;23471;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;4;Sim;1;Não;0
 Belo Campo;BA;18539;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Biritinga;BA;15737;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Boa Nova;BA;15141;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Boa Vista do Tupim;BA;18888;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Bom Jesus da Lapa;BA;68282;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;2;Sim;2
 Bom Jesus da Serra;BA;10644;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Boninal;BA;14742;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Bonito;BA;16132;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Boquira;BA;22389;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0;Não;0
 Botuporã;BA;11162;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Brejões;BA;14866;I;75;Não;0;Sim;1;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0
 Brejolândia;BA;10545;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0;Não;0
 Brotas de Macaúbas;BA;11301;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Brumado;BA;68776;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;4;Sim;3;Sim;3
 Buerarema;BA;19311;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;2
 Buritirama;BA;21115;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Caatiba;BA;10828;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Cabaceiras do Paraguaçu;BA;18713;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Cachoeira;BA;34244;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;2;Sim;0
 Caculé;BA;23232;I;77;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Caém;BA;10429;I;74;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;0;Não;0;Não;0
 Caetanos;BA;15842;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Caetité;BA;52166;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;2
 Cafarnaum;BA;18489;I;74;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Cairu;BA;17168;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0;Não;0
 Caldeirão Grande;BA;13465;I;74;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Camacan;BA;33068;I;73;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Camaçari;BA;275575;I;71;Não;0;Sim;29;Sim;0;Não;0;Não;0;Sim;23;Sim;22;Sim;18
 Camamu;BA;37207;I;73;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Campo Alegre de Lourdes;BA;29812;I;74;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0;Não;0
 Campo Formoso;BA;71507;I;74;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;2;Sim;1
 Canápolis;BA;10130;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Canarana;BA;26006;I;74;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Canavieiras;BA;33570;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Candeal;BA;9143;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Candeias;BA;89419;I;71;Não;0;Sim;8;Não;0;Não;0;Não;0;Sim;6;Sim;8;Sim;7
 Candiba;BA;14527;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Cândido Sales;BA;27057;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;3
 Cansanção;BA;35029;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;2;Não;0
 Canudos;BA;16956;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Capela do Alto Alegre;BA;12128;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Capim Grosso;BA;28853;I;74;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;2;Sim;1
 Caraíbas;BA;10292;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Caravelas;BA;22328;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;3
 Cardeal da Silva;BA;9611;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Carinhanha;BA;29768;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Não;0;Não;0
 Casa Nova;BA;70796;I;74;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;2
 Castro Alves;BA;27097;I;75;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Catolândia;BA;3420;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Catu;BA;55021;I;71;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;5;Sim;1;Sim;2
 Caturama;BA;9760;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Central;BA;18061;I;74;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Chorrochó;BA;11444;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Cícero Dantas;BA;34424;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Não;0
 Cipó;BA;16860;I;75;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Coaraci;BA;20620;I;73;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Cocos;BA;19281;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Conceição da Feira;BA;22226;I;75;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Conceição do Almeida;BA;18644;I;75;Não;0;Sim;3;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1
 Conceição do Coité;BA;67126;I;75;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;2;Sim;1
 Conceição do Jacuípe;BA;32761;I;75;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;1;Sim;2;Sim;1
 Conde;BA;25714;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Condeúba;BA;18359;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;2
 Contendas do Sincorá;BA;4354;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Coração de Maria;BA;23314;I;75;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Cordeiros;BA;8752;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Coribe;BA;15024;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Coronel João Sá;BA;17422;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Correntina;BA;32980;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Cotegipe;BA;14390;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Cravolândia;BA;5341;I;73;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Crisópolis;BA;21435;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Cristópolis;BA;14189;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Cruz das Almas;BA;63299;I;75;Não;0;Sim;5;Não;0;Não;0;Não;0;Sim;2;Sim;2;Sim;2
 Curaçá;BA;34725;I;74;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0;Não;0
 Dário Meira;BA;12721;I;73;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Dias d'Ávila;BA;75103;I;71;Não;0;Sim;5;Não;0;Não;0;Não;0;Sim;3;Sim;4;Sim;2
 Dom Basílio;BA;12379;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Dom Macedo Costa;BA;4127;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Elísio Medrado;BA;8426;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Encruzilhada;BA;21418;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Entre Rios;BA;42640;I;75;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;4;Sim;1;Sim;1
 Érico Cardoso;BA;11509;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Esplanada;BA;35930;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;3;Sim;1;Sim;1
 Euclides da Cunha;BA;60558;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;2;Sim;1
 Eunápolis;BA;110803;I;73;Não;0;Sim;10;Não;0;Não;0;Não;0;Sim;3;Sim;5;Sim;3
 Fátima;BA;18524;I;75;Não;0;Sim;1;Sim;1;Não;0;Não;0;Sim;1;Não;0;Não;0
 Feira da Mata;BA;5908;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Feira de Santana;BA;606139;I;75;Não;0;Sim;42;Sim;14;Não;0;Não;0;Sim;18;Sim;48;Sim;23
 Filadélfia;BA;17603;I;74;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Firmino Alves;BA;5744;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Floresta Azul;BA;11392;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Formosa do Rio Preto;BA;24799;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Não;0;Não;0
 Gandu;BA;32814;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Gavião;BA;4747;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Gentio do Ouro;BA;11338;I;74;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Glória;BA;16003;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Gongogi;BA;8325;I;73;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Governador Mangabeira;BA;21125;I;75;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Guajeru;BA;9388;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Guanambi;BA;84645;I;77;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;3;Sim;3;Sim;2
 Guaratinga;BA;22583;I;73;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Heliópolis;BA;13812;I;75;Não;0;Não;0;Sim;1;Não;0;Não;0;Sim;1;Não;0;Não;0
 Iaçu;BA;26591;I;75;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Ibiassucê;BA;10866;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Ibicaraí;BA;24595;I;73;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Ibicoara;BA;19071;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Ibicuí;BA;16582;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Ibipeba;BA;18398;I;74;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Ibipitanga;BA;15162;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Ibiquera;BA;5158;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Ibirapitanga;BA;24059;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Ibirapuã;BA;8603;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Ibirataia;BA;18546;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Ibitiara;BA;16647;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Ibititá;BA;18752;I;74;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Sim;1;Não;0
 Ibotirama;BA;27285;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Ichu;BA;6265;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Igaporã;BA;16159;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Igrapiúna;BA;13636;I;73;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Iguaí;BA;27615;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;2
 Ilhéus;BA;184616;I;73;Não;0;Sim;16;Não;0;Não;0;Não;0;Sim;11;Sim;13;Sim;13
 Inhambupe;BA;39938;I;75;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Ipecaetá;BA;15753;I;75;Não;0;Sim;1;Sim;1;Não;0;Não;0;Sim;1;Não;0;Não;0
 Ipiaú;BA;47178;I;73;Não;0;Sim;4;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;3
 Ipirá;BA;62253;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;6;Sim;1
 Ipupiara;BA;9992;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Irajuba;BA;7471;I;73;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Iramaia;BA;11412;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Iraquara;BA;24882;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Irará;BA;29579;I;75;Não;0;Sim;4;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Irecê;BA;72041;I;74;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;4;Sim;1;Sim;1
 Itabela;BA;30636;I;73;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;2;Sim;1;Não;0
 Itaberaba;BA;65806;I;75;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;3;Sim;2
 Itabuna;BA;218124;I;73;Não;0;Sim;10;Não;0;Não;0;Não;0;Sim;6;Sim;11;Sim;15
 Itacaré;BA;26753;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Itaeté;BA;15996;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Itagi;BA;13433;I;73;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Itagibá;BA;15829;I;73;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Itagimirim;BA;7420;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Itaguaçu da Bahia;BA;14392;I;74;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Itaju do Colônia;BA;7507;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Itajuípe;BA;21884;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Itamaraju;BA;67128;I;73;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;2
 Itamari;BA;8259;I;73;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0;Não;0
 Itambé;BA;23723;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Itanagra;BA;8023;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Itanhém;BA;20735;I;73;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Itaparica;BA;22329;I;71;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;4;Sim;2;Sim;3
 Itapé;BA;10682;I;73;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Itapebi;BA;10942;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;2
 Itapetinga;BA;74652;I;77;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;2;Sim;3
 Itapicuru;BA;35255;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Itapitanga;BA;10799;I;73;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Itaquara;BA;8231;I;73;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Itarantim;BA;19837;I;73;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Itatim;BA;14700;I;75;Não;0;Sim;3;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Itiruçu;BA;13267;I;73;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Itiúba;BA;38330;I;74;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Itororó;BA;21106;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Ituaçu;BA;19211;I;77;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Ituberá;BA;28639;I;73;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Iuiú;BA;11253;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Jaborandi;BA;9417;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Jacaraci;BA;15350;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Jacobina;BA;84328;I;74;Não;0;Sim;4;Não;0;Não;0;Não;0;Sim;3;Sim;5;Sim;4
 Jaguaquara;BA;54902;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;2;Sim;2
 Jaguarari;BA;32740;I;74;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;3;Não;0;Não;0
 Jaguaripe;BA;18114;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Jandaíra;BA;10997;I;75;Não;0;Não;0;Sim;1;Não;0;Não;0;Sim;2;Não;0;Não;0
 Jequié;BA;161391;I;73;Não;0;Sim;5;Não;0;Não;0;Não;0;Sim;4;Sim;5;Sim;8
 Jeremoabo;BA;40587;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Jiquiriçá;BA;14936;I;75;Não;0;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1
 Jitaúna;BA;13667;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 João Dourado;BA;24633;I;74;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Não;0;Não;0
 Juazeiro;BA;214748;I;74;Não;0;Sim;5;Não;0;Não;0;Não;0;Sim;7;Sim;6;Sim;12
 Jucuruçu;BA;10403;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Jussara;BA;15848;I;74;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Jussari;BA;6493;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Jussiape;BA;7741;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Lafaiete Coutinho;BA;4017;I;73;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Lagoa Real;BA;15542;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Laje;BA;24207;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;2
 Lajedão;BA;3971;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Lajedinho;BA;4079;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Lajedo do Tabocal;BA;8847;I;73;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Lamarão;BA;9673;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Lapão;BA;27338;I;74;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Lauro de Freitas;BA;184383;I;71;Não;0;Sim;14;Não;0;Não;0;Não;0;Sim;9;Sim;12;Sim;14
 Lençóis;BA;11300;I;75;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Licínio de Almeida;BA;12962;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Livramento de Nossa Senhora;BA;45236;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Luís Eduardo Magalhães;BA;73061;I;77;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;9;Sim;3;Sim;3
 Macajuba;BA;11835;I;74;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Macarani;BA;18419;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Macaúbas;BA;49436;I;77;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Não;0;Não;0
 Macururé;BA;8417;I;75;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Madre de Deus;BA;19600;I;71;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Maetinga;BA;5972;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Maiquinique;BA;9864;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Mairi;BA;20194;I;74;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Malhada;BA;17375;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Malhada de Pedras;BA;8942;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Manoel Vitorino;BA;14600;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Mansidão;BA;13598;I;77;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Maracás;BA;24491;I;73;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;2
